"","Phylum","Subphylum","Class","Subclass","Order","Superorder","Family","Genus","Species","Hash"
"859","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Eucalanidae","Eucalanus","Eucalanus californicus","9fc35173d79493f193a1f5ba1c2fe373adea01b8"
"860","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Eucalanidae","Eucalanus","Eucalanus californicus","a9efbf5e25a5cc45b677c314fb16aee89326fff6"
"861","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Eucalanidae","Eucalanus","Eucalanus californicus","aa9bf9954d25f759ca7f5ad36e06a6c1786b9fce"
"862","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Eucalanidae","Eucalanus","Eucalanus californicus","b7b62cb13509bd995e063212b5f36d011babccd5"
"863","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Eucalanidae","Eucalanus","Eucalanus californicus","d77c91204733ed864e423622b109bcecf13d6d60"
"864","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Eucalanidae","Eucalanus","Eucalanus californicus","f48a1036532f252a588e80c8e5758c82949bc50a"
"865","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Eucalanidae","Eucalanus","Eucalanus californicus","f6a8463a14aaaa8ec7ec06854ed9b85c68cc4186"
"866","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Eucalanidae","Eucalanus","Eucalanus californicus","faf15f26eda57b6b742db64d6af9bd0b7b7c78fd"
"867","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Euchaetidae","Paraeuchaeta","Paraeuchaeta rubra","2d6bf7c8d8140757aeb9b8cf56df65143f0871c5"
"868","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Clausocalanidae","Pseudocalanus","Pseudocalanus minutus","317eeafe399786c55884c80585efd0ae9c953f5c"
"869","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","","","","3c10154cd893e8e5704b98212bc02112d0a6c321"
"870","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Eucalanidae","Eucalanus","Eucalanus californicus","60e9dbda0febd40600947d7a3390a9601733abef"
"871","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Clausocalanidae","Clausocalanus","Species","e899e6ada8c2183fcbe0d5391513d105fbc557ed"
"872","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Eucalanidae","Eucalanus","Eucalanus californicus","03ecec8441f3bf1abb7e5604eebade5c7e7724b7"
"873","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Paracalanidae","Acrocalanus","Acrocalanus monachus","1b030090d520143c835377004f3ec1399afff672"
"874","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Clausocalanidae","Ctenocalanus","Ctenocalanus vanus","1bf55849fae2226f067c3f25c66c3cb9d01ad2f2"
"875","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Eucalanidae","Eucalanus","Eucalanus californicus","3825dc69109745dde87146e1cd52de6e42743ca7"
"876","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Metridinidae","Pleuromamma","Pleuromamma borealis","4e7871e621d6b3a81bd722b4894c85bb0c73463b"
"877","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Eucalanidae","Eucalanus","Eucalanus californicus","4f84f18f5738d6023ed5f2efded48cf34ea1bb2d"
"878","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Eucalanidae","Eucalanus","Eucalanus californicus","504b3bdf7d04096c70078460cfc23aa95b21b2ce"
"879","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Metridinidae","Pleuromamma","Pleuromamma borealis","56114b906351243dfced1964d4977f49105aeab3"
"880","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Eucalanidae","Eucalanus","Eucalanus californicus","5698b051b0abd1a616512c7b8873571c7db31e12"
"881","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Eucalanidae","Eucalanus","Eucalanus californicus","5f9e0ff3adaec16fe072cab01fd451447e293c24"
"882","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Eucalanidae","Eucalanus","Eucalanus californicus","614ef1696b244618df89ab0b54be0c70d7b00e11"
"883","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Eucalanidae","Eucalanus","Eucalanus californicus","63ee796ed6f38a56f859fe3aa309aad32117438e"
"884","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Eucalanidae","Eucalanus","Eucalanus californicus","6d93bd45f49fa3b7ef399cec76a591da37dd18d7"
"885","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Eucalanidae","Eucalanus","Eucalanus californicus","8221592f98de78c257ce7504572985ca132c0ae7"
"886","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Eucalanidae","Eucalanus","Eucalanus californicus","8b11a90f5d7b33d0fdd877ea1993a198365f2dff"
"887","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Eucalanidae","Eucalanus","Eucalanus californicus","9786bdb6c3a307953936d3efd8c973c05c84d97c"
"888","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Eucalanidae","Eucalanus","Eucalanus californicus","9914f545f5a948a8fa1313830d14347c7957bca4"
"889","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Eucalanidae","Eucalanus","Eucalanus californicus","a1913f2a89fdd5f0b3142252aa892fedf9eac569"
"890","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Eucalanidae","Eucalanus","Eucalanus californicus","aae8178f254faeace27bc7f149d04ae39e969184"
"891","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Eucalanidae","Eucalanus","Eucalanus californicus","aae88932ebaa3b4356cc1ac8e2900062b8c02b91"
"892","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Calanidae","Calanus","Calanus pacificus","b01dc3a46e2f8e6c7f62626ce5fdef536ad6f5ee"
"893","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Calanidae","Calanus","Calanus pacificus","b3f958033acba48eaf4f6c188f3de319a171edc4"
"894","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Eucalanidae","Eucalanus","Eucalanus californicus","bbc5268ac699d6344bdbf111a07d8ffe83abc096"
"895","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Eucalanidae","Eucalanus","Eucalanus californicus","c000b009de1240e446e804d92da614282f91fcfd"
"896","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Calanidae","Calanus","Calanus pacificus","c2f5a61d7246bc85d7ab884114b5ec3dc9d1047a"
"897","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Eucalanidae","Eucalanus","Eucalanus californicus","cad87cdffdb1b5ae41c39a65f7bdba109a7e7f04"
"898","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Calanidae","Calanus","Calanus pacificus","ccab7811caf316028e077812127e88647bcec5fe"
"899","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Eucalanidae","Eucalanus","Eucalanus californicus","e5a7ea65dc37f413100bcd12e9d5e6d77f567471"
"900","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Calanidae","Calanus","Calanus pacificus","e6ccbbd8a64fb47f28589c9c954550ff2f9491f9"
"901","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Eucalanidae","Eucalanus","Eucalanus californicus","f2ba38c5df38c42d168ce85b61c6b0e7d6062454"
"902","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Metridinidae","Metridia","Metridia lucens","f2e4bc4f12ef68e8bfdcab5485a50b2b39b6174e"
"903","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Calanidae","Calanus","Calanus pacificus","fc63b78ffa75720fdcdc474c0b73f8ea13a7d55b"
"904","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Eucalanidae","Eucalanus","Eucalanus californicus","fd18616e2fe3344caa7a17e46c7b073eb1f82889"
"905","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Eucalanidae","Eucalanus","Eucalanus californicus","068a040b5fd0c6779cceebb744bd1ed1ae094f50"
"906","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Calanidae","Calanus","Calanus pacificus","0d6de660a5c61dc7f9506fefc67ad1df3d412264"
"907","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Eucalanidae","Eucalanus","Eucalanus californicus","1bda6993448f238e0d80554c16583a82adf04bcd"
"908","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Scolecitrichidae","Lophothrix","Lophothrix humilifrons","1c496648990f4b4f7fa1f4f2facf3a3e9e2eb99d"
"909","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Eucalanidae","Eucalanus","Eucalanus californicus","388fd456964ac1bc2a2bc7dd5567b0f8297390f1"
"910","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Eucalanidae","Eucalanus","Eucalanus californicus","3bda6b8265a3be4b89e9679effa242912ccae21a"
"911","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Eucalanidae","Eucalanus","Eucalanus californicus","49f0f47945dc262ce92b1b45246eb7f7e00584c3"
"912","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Eucalanidae","Eucalanus","Eucalanus californicus","49f8beca58d8ec722e7c932a350985fabf390389"
"913","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Eucalanidae","Eucalanus","Eucalanus californicus","61109be8e4eaa31dc08c9d41eb1983daf6f7e306"
"914","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Eucalanidae","Eucalanus","Eucalanus californicus","665ffd1f802a2b8bdf00651abf691453b2ed9c11"
"915","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Eucalanidae","Eucalanus","Eucalanus californicus","6d72493a02641dd406258dfee11314e68173d95c"
"916","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Eucalanidae","Eucalanus","Eucalanus californicus","75d23efcebef6cf45d0c89fc24e8b39c75f23f63"
"917","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Eucalanidae","Eucalanus","Eucalanus californicus","7ef1931543404dc6b4c9d8f125af3c7cbac725bf"
"918","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Eucalanidae","Eucalanus","Eucalanus californicus","7f3f09e7aaeca38d8b3c196e268a44547bd702ad"
"919","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Eucalanidae","Eucalanus","Eucalanus californicus","a1c2f244b3f2f3385ffb6800fc9248a7a3b637fe"
"920","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Eucalanidae","Eucalanus","Eucalanus californicus","a23e441778f1ba155328eef50177426627150440"
"921","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Metridinidae","Pleuromamma","Pleuromamma abdominalis edentata","a268d66d44cb6611a89f0d6b19351e7211d00413"
"922","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Eucalanidae","Eucalanus","Eucalanus californicus","ba9659a909d7c0c2f8ec717ec9f47ce5208b5cf1"
"923","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Eucalanidae","Eucalanus","Eucalanus californicus","bb767f16bcc14e02f38367f339d600ac37f18b22"
"924","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Eucalanidae","Eucalanus","Eucalanus bungii","bd61f79f0c8ac847f6ab3078be3710a25c22f374"
"925","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Eucalanidae","Eucalanus","Eucalanus californicus","be056053ac380e04b78c02a833729dd24ea8003c"
"926","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Eucalanidae","Eucalanus","Eucalanus californicus","e40664523684413451f34a563bab3729e8cea43e"
"927","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Eucalanidae","Eucalanus","Eucalanus californicus","eb957aedba465cae86ca758944481cb2a93cc3ff"
"928","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Eucalanidae","Eucalanus","Eucalanus californicus","ed4dfdf814e63cfdf8763417d10ff39be83d3bd0"
"929","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Eucalanidae","Eucalanus","Eucalanus californicus","5c28a6bc502baaa36e8b3499c825700bf4f38a48"
"930","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Eucalanidae","Eucalanus","Eucalanus californicus","dfcaf6fd5b93d97d7912f53780f528edfa4e6b5c"
"931","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Calanidae","Calanus","Calanus pacificus","060994cd507682e8b605dfb73143940a7519a1ee"
"932","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Calanidae","Calanus","Calanus pacificus","0c99fd8cea007e998b175214351ada3406ceaa85"
"933","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Eucalanidae","Eucalanus","Eucalanus californicus","0f9929732f357da1950dc98fa7acfd0d21c26f71"
"934","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Pontellidae","Labidocera","Labidocera trispinosa","4469c88e54901b448146de719c182e5e710ff9ed"
"935","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Calanidae","Calanus","Calanus pacificus","49dd1d8ffc0ebbc88a88afa525f38ec83f214c0c"
"936","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Calanidae","Calanus","Calanus pacificus","512114ef03f0ffc93f19b196509caea53ea5b603"
"937","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Eucalanidae","Eucalanus","Eucalanus californicus","58d4d96b3102add9c47e7a0c348057ed7cc4e4cf"
"938","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Eucalanidae","Eucalanus","Eucalanus californicus","59b78d43ad1b10bdc85d94c4b7b7c9ce80b34c0b"
"939","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Clausocalanidae","Clausocalanus","Species","61e0aaaa36daa8a4d7ff39045de6898f85b76194"
"940","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Eucalanidae","Eucalanus","Eucalanus californicus","635948ec71037fded95e60a8cb9f18095aa3daaf"
"941","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Eucalanidae","Eucalanus","Eucalanus californicus","7054de8103f01958abd3b9f926b00e67b401790f"
"942","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Calanidae","Calanus","Calanus pacificus","72f38b97475652d12fcd4a50a13f9529d8dd9a75"
"943","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Calanidae","Calanus","Calanus pacificus","8605a7dcc312f6e7a9da2abbea77d4d37a1c3adc"
"944","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Calanidae","Calanus","Calanus pacificus","897231f3a107c83a9c913b634d0b2aea49f97ec7"
"945","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Eucalanidae","Eucalanus","Eucalanus californicus","8d4e82bd7c97dd6d624c3385ac07b0c9bd824200"
"946","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Eucalanidae","Eucalanus","Eucalanus californicus","a10e50e0e9ece9c32d19555da44bbe1860d3d313"
"947","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Calanidae","Calanus","Calanus pacificus","ac76fc6bf9aa69b1c97ade584f33d367938ebba8"
"948","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Calanidae","Calanus","Calanus pacificus","ad93a0642d094658a9b7d6d92fa2408d332424dc"
"949","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Pontellidae","Labidocera","Labidocera trispinosa","b297100644045ab353d5c4215e56a544003a7b0e"
"950","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Calanidae","Calanus","Calanus pacificus","c97cc4e27bdd4203fbc410aa23e5e30db9adfd73"
"951","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Calanidae","Calanus","Calanus pacificus","dc1946d5c2b5062a98db72ecb7b091fdedd94e13"
"952","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Calanidae","Calanus","Calanus pacificus","df96d7fcc9b32a5ecc545e98cb3c9d98642d8567"
"953","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","","","","df9e9ba4963eb69bc2f1eb18717ac9c52bba2539"
"954","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Calanidae","Calanus","Calanus pacificus","ebe112d68f53d004bed17ae894cdc2e396628087"
"955","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Calanidae","Calanus","Calanus pacificus","f6014d3f23999c64c0f5f66c1ba62c356c9a09a0"
"956","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Calanidae","Calanus","Calanus pacificus","0f176b92a7b941c6459e4648d8bb94725ede1cab"
"957","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Calanidae","Calanus","Calanus pacificus","336326330559e26bba2ca780a0b90188284d995b"
"958","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","","","","5d6bc2fd7b3d5ebf166fc97cab0b98c3e4cb2574"
"959","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Calanidae","Calanus","Calanus pacificus","61ae4f3f50853aa75d8c323233872d3f53943be4"
"960","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Calanidae","Calanus","Calanus pacificus","7eb1c2f82d9653f64608154d38944b09e76d55c5"
"961","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Eucalanidae","Eucalanus","Eucalanus californicus","ac2e5da2fda8b2ccdcdfc15dd15da8730d3f746a"
"962","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Calanidae","Calanus","Calanus pacificus","c1640379637f071e28f9393dfdec799b374f443d"
"963","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Eucalanidae","Eucalanus","Eucalanus californicus","c498e3f34439ebc5e2c661450405703385551ad5"
"964","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Eucalanidae","Eucalanus","Eucalanus californicus","c512b390c2ed88e9ce6c46852d506f89d2996f02"
"965","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Eucalanidae","Eucalanus","Eucalanus californicus","e9dc4d16323088d3679a8a1cd06ac873d9ac45f7"
"966","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Eucalanidae","Eucalanus","Eucalanus californicus","08cb333838d89a80ed37612cb8dcce15aa199059"
"967","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","","","","2f622391b72c9596fde859ba967ce9d555c4e2f4"
"968","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","","","","3843e20d9844474b63eb66170a1666689c49e7cc"
"969","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Euchaetidae","Euchaeta","Euchaeta marina","7d9394656d4780970e0d01c0ca2242183fbb2585"
"970","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Clausocalanidae","Clausocalanus","Species","8ede64fd0c6489f6b0c82fea801448eefb86de32"
"971","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Clausocalanidae","Ctenocalanus","Ctenocalanus vanus","fb7a10dc7ff448d4de2babdc067fecdeffdbba56"
"972","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Calanidae","Calanus","Calanus pacificus","348bd27d3eda1444a0855cfa0248f6887759ed33"
"973","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Calanidae","Calanus","Calanus pacificus","3cdf5afb11e35909f8b39f5232506fa52692f0ad"
"974","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Calanidae","Calanus","Calanus pacificus","57f16d1dad2209055874f6371a260cd4cdb76de7"
"975","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Calanidae","Calanus","Calanus pacificus","64885004d5299fc18037822ba3f75da33efb492c"
"976","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Calanidae","Calanus","Calanus pacificus","66030e5324d5f9c9bbb28c85a62e1d8b8e8549a8"
"977","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Calanidae","Calanus","Calanus pacificus","71a990ba10031ad5497795f194362aa44a29dc8b"
"978","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Calanidae","Calanus","Calanus pacificus","724d3952bf6a51919db1f73f97de0787b6799fc9"
"979","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Eucalanidae","Eucalanus","Eucalanus californicus","77869a877e848de57b3fa32f0d30715653e4a3e7"
"980","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Calanidae","Calanus","Calanus pacificus","ef9a820103ae5a9052a637321f6e75b180346e03"
"981","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Eucalanidae","Eucalanus","Eucalanus californicus","0a77474508506a951ae042ab14564ebe7a8997c6"
"982","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Calanidae","Calanus","Calanus pacificus","0d630bf1e4606c23f7e853e29fb8eaea372ecdba"
"983","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Eucalanidae","Eucalanus","Eucalanus californicus","0e3319d5a880a077d0bc5fabe464d0c5e81a19f1"
"984","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Eucalanidae","Eucalanus","Eucalanus californicus","1e9ead786a32e13b537d28ac2c8613108b18c4fa"
"985","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Eucalanidae","Eucalanus","Eucalanus californicus","1f2f8eb887f02e58f88f51d0e81ea575b78fafab"
"986","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Eucalanidae","Eucalanus","Eucalanus californicus","3233a5be9d288612c5da05c92d62a9b5d960076c"
"987","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Calanidae","Calanus","Calanus pacificus","3d2154f1f89eee8572f0ed071b6aaf650f5ea94a"
"988","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Calanidae","Calanus","Calanus pacificus","41752b23043266e14a410adcc992cf93ae1a42ae"
"989","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Eucalanidae","Eucalanus","Eucalanus californicus","564d4138d9d4136025fd1cc4ff79dbea5e9fc159"
"990","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Calanidae","Calanus","Calanus pacificus","68042875e3812ac0b72b844ab1e192f5f65cb7ce"
"991","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Calanidae","Calanus","Calanus pacificus","8ec239086a806c97735c8916cd2fd7646c44a0de"
"992","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Calanidae","Calanus","Calanus pacificus","9bb42ccb78fb29277862e0cc03404a4aa9194ac7"
"993","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Eucalanidae","Eucalanus","Eucalanus californicus","aea45f8036d56e6db86a45d2b52aa5748b34233d"
"994","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","","","","b7ebdbb6985dc7198364f9de49dffda452e1647c"
"995","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Eucalanidae","Eucalanus","Eucalanus californicus","d1f3cf55d4184aa31655a8e64ef8f59fc1f6549b"
"996","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Metridinidae","Pleuromamma","Pleuromamma abdominalis edentata","de6026aca95bad93bb425a5d998c84e766054926"
"997","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Calanidae","Calanus","Calanus pacificus","e334115a4394204afddc7c9b957aa39ea2a1553d"
"998","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Eucalanidae","Eucalanus","Eucalanus californicus","ea6b75c68344d7e1630c66929dc8a6a05aa3322d"
"999","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Eucalanidae","Eucalanus","Eucalanus californicus","f76b048d8838d067aa34061f6cd86c182a60282f"
"1000","Arthropoda","Crustacea","Hexanauplia","Copepoda","Cyclopoida","Podoplea","Oncaeidae","Oncaea","Oncaea scottodicarloi","385df5acad861e1f4f7ec70e17b1b67e2a7b3436"
"1001","Arthropoda","Crustacea","Hexanauplia","Copepoda","Cyclopoida","Gymnoplea","Corycaeidae","Ditrichocorycaeus","Ditrichocorycaeus anglicus","85c2cce0b81b547ebd05f5623ce7881e5a8db540"
"1002","Arthropoda","Crustacea","Hexanauplia","Copepoda","Cyclopoida","Gymnoplea","Corycaeidae","Ditrichocorycaeus","Ditrichocorycaeus anglicus","c36bee650bbfe317ff8fc6a7a27c05a467461e6d"
"1003","Arthropoda","Crustacea","Hexanauplia","Copepoda","Cyclopoida","Gymnoplea","Corycaeidae","Ditrichocorycaeus","Ditrichocorycaeus anglicus","ef58fe9819f05f8ed8d0d5eefa403637f33fb10c"
"1004","Arthropoda","Crustacea","Hexanauplia","Copepoda","Cyclopoida","Podoplea","Oncaeidae","Oncaea","Oncaea scottodicarloi","46ba927c417c82c762b4cdd54a530d1d699a330e"
