"","size_fraction","sample_id","object_annotation_category","dryweight_C_mg_sum_taxa","dryweight_C_ug_sum_taxa","dryweight_C_mg_sum_sample","dryweight_C_ug_sum_sample","sample_conc","sample_tot_vol","acq_sub_part","potemp2","density2","oxy_sat","Sal2","NO2","nitracline_depth","NO3","fluorescence","hypoxia_depth","chl_max_depth","PO4","SIL","NH4","beam_depth","chl_max","mixedlayerdepths","intergrated_chl","day_night_0_1","distance_from_shore","PAR_1_depth_adj","max_size","cycle","Sample_ID_short","PC1","Longitude","Latitude","log10_dryweight_C_ug_m2_taxa","dryweight_C_mg_m2_taxa","log10_dryweight_C_ug_m2_sample","dryweight_C_mg_m2_sample","biomass_prop_taxa","biomass_taxa_clr"
"289","0.5-1","ct2_t8_h43","Eucalanidae",0.0361804136789782,36.1804136789782,5.04642284577546,5046.42284577546,230.254390973317,270.37903068,320,15.68699375,25.07190625,77.0835625,34.03350625,0.211496484,5.491,7.418104457,1.07124375,161.261,14.891,0.696521147,6.376082642,0.259804398,9.927,1.530533333,40.83314211,43.725,1,52.40822911,47,0.5,"T2","CT2-T8-H43",2.955154777,-120.8298,34.54325,3.58851791381494,8.33069911681579,8.52643492390167,1161.96101894786,0.00716951686069394,6.03051149402944
"290","0.5-1","ct2_t8_h43","Oithonidae",0.131081646869237,131.081646869237,5.04642284577546,5046.42284577546,204.350771988819,270.37903068,284,15.68699375,25.07190625,77.0835625,34.03350625,0.211496484,5.491,7.418104457,1.07124375,161.261,14.891,0.696521147,6.376082642,0.259804398,9.927,1.530533333,40.83314211,43.725,1,52.40822911,47,0.5,"T2","CT2-T8-H43",2.955154777,-120.8298,34.54325,4.8758203876,26.7866357312942,8.52643492390167,1031.24040431623,0.0259751611934323,7.19846638312362
"291","0.5-1","ct2_t8_h43","Ostracoda",0.0116374135266902,11.6374135266902,5.04642284577546,5046.42284577546,295.013438434562,270.37903068,410,15.68699375,25.07190625,77.0835625,34.03350625,0.211496484,5.491,7.418104457,1.07124375,161.261,14.891,0.696521147,6.376082642,0.259804398,9.927,1.530533333,40.83314211,43.725,1,52.40822911,47,0.5,"T2","CT2-T8-H43",2.955154777,-120.8298,34.54325,2.45422521200116,3.43319337899377,8.52643492390167,1488.76255552695,0.0023060718220298,5.14405666847736
"292","0.5-1","ct2_t8_h43","Poecilostomatoida",0.119541935210612,119.541935210612,5.04642284577546,5046.42284577546,255.218196117108,270.37903068,354.69387755102,15.68699375,25.07190625,77.0835625,34.03350625,0.211496484,5.491,7.418104457,1.07124375,161.261,14.891,0.696521147,6.376082642,0.259804398,9.927,1.530533333,40.83314211,43.725,1,52.40822911,47,0.5,"T2","CT2-T8-H43",2.955154777,-120.8298,34.54325,4.78366723207729,30.5092770648006,8.52643492390167,1287.93893554297,0.0236884499900133,7.32859404459714
"293","1-2","c1_t7_h9","Calanoida",0.850040946100203,850.040946100203,2.41840084096279,2418.40084096279,46.8945035460993,282,65,13.6354125,25.27231875,68.65825,33.72105625,0.271166667,4.793,17.5485,4.377575,127.52,14.88966667,1.386,16.9485,0.108,10.919,4.7989,34.31751471,43.229,1,54.45089622,30,0.5,"1","C1-T7-H9",6.573255037,-122.4661,36.18643,6.74528452020673,39.8622481612256,7.79086179120038,113.409706812419,0.351488856479968,5.47897737430205
"294","1-2","c1_t7_h9","Chaetognatha",9.95428835216226e-06,0.00995428835216226,2.41840084096279,2418.40084096279,34.2690602836879,282,47.5,13.6354125,25.27231875,68.65825,33.72105625,0.271166667,4.793,17.5485,4.377575,127.52,14.88966667,1.386,16.9485,0.108,10.919,4.7989,34.31751471,43.229,1,54.45089622,30,0.5,"1","C1-T7-H9",6.573255037,-122.4661,36.18643,-4.60975183049416,0.000341124107621461,7.79086179120038,82.8763242090754,4.11606222738468e-06,-6.16082340521866
"295","1-2","c1_t7_h9","Copepoda<Maxillopoda",1.20254427939092,1202.54427939092,2.41840084096279,2418.40084096279,47.9045390070922,282,66.4,13.6354125,25.27231875,68.65825,33.72105625,0.271166667,4.793,17.5485,4.377575,127.52,14.88966667,1.386,16.9485,0.108,10.919,4.7989,34.31751471,43.229,1,54.45089622,30,0.5,"1","C1-T7-H9",6.573255037,-122.4661,36.18643,7.09219482408029,57.6073293398379,7.79086179120038,115.852377420686,0.497247709735404,5.84719738748748
"296","1-2","c1_t7_h9","Eucalanidae",0.0586000981085509,58.600098108551,2.41840084096279,2418.40084096279,28.8581560283688,282,40,13.6354125,25.27231875,68.65825,33.72105625,0.271166667,4.793,17.5485,4.377575,127.52,14.88966667,1.386,16.9485,0.108,10.919,4.7989,34.31751471,43.229,1,54.45089622,30,0.5,"1","C1-T7-H9",6.573255037,-122.4661,36.18643,4.07073637078892,1.69109077449428,7.79086179120038,69.7905888076424,0.0242309286020682,2.31892707156429
"297","1-2","c1_t7_h9","Eumalacostraca",0.108819347169115,108.819347169115,2.41840084096279,2418.40084096279,28.8581560283688,282,40,13.6354125,25.27231875,68.65825,33.72105625,0.271166667,4.793,17.5485,4.377575,127.52,14.88966667,1.386,16.9485,0.108,10.919,4.7989,34.31751471,43.229,1,54.45089622,30,0.5,"1","C1-T7-H9",6.573255037,-122.4661,36.18643,4.6896891418587,3.14032569951155,7.79086179120038,69.7905888076424,0.0449964064376494,2.93787711368644
"298","1-2","c1_t7_h9","Euphausiacea",0.00400314765890542,4.00314765890542,2.41840084096279,2418.40084096279,72.145390070922,282,100,13.6354125,25.27231875,68.65825,33.72105625,0.271166667,4.793,17.5485,4.377575,127.52,14.88966667,1.386,16.9485,0.108,10.919,4.7989,34.31751471,43.229,1,54.45089622,30,0.5,"1","C1-T7-H9",6.573255037,-122.4661,36.18643,1.38708096639118,0.28880864936323,7.79086179120038,174.476472019106,0.00165528707693954,0.551591110117428
"299","1-2","c1_t7_h9","Harpacticoida",0.0397465335855525,39.7465335855525,2.41840084096279,2418.40084096279,28.8581560283688,282,40,13.6354125,25.27231875,68.65825,33.72105625,0.271166667,4.793,17.5485,4.377575,127.52,14.88966667,1.386,16.9485,0.108,10.919,4.7989,34.31751471,43.229,1,54.45089622,30,0.5,"1","C1-T7-H9",6.573255037,-122.4661,36.18643,3.68252263190282,1.14701166779867,7.79086179120038,69.7905888076424,0.0164350478681313,1.93071613762168
"300","1-2","c1_t7_h9","Oikopleuridae",0,0,2.41840084096279,2418.40084096279,72.145390070922,282,100,13.6354125,25.27231875,68.65825,33.72105625,0.271166667,4.793,17.5485,4.377575,127.52,14.88966667,1.386,16.9485,0.108,10.919,4.7989,34.31751471,43.229,1,54.45089622,30,0.5,"1","C1-T7-H9",6.573255037,-122.4661,36.18643,-Inf,0,7.79086179120038,174.476472019106,0,-9.71937805616188
"301","1-2","c1_t7_h9","Poecilostomatoida",0.0109508130143448,10.9508130143448,2.41840084096279,2418.40084096279,72.145390070922,282,100,13.6354125,25.27231875,68.65825,33.72105625,0.271166667,4.793,17.5485,4.377575,127.52,14.88966667,1.386,16.9485,0.108,10.919,4.7989,34.31751471,43.229,1,54.45089622,30,0.5,"1","C1-T7-H9",6.573255037,-122.4661,36.18643,2.39341370139164,0.790050676513633,7.79086179120038,174.476472019106,0.00452812157060993,1.55790187805133
"302","1-2","c1_t7_h9","Polychaeta",0.0532985574663301,53.2985574663301,2.41840084096279,2418.40084096279,28.8581560283688,282,40,13.6354125,25.27231875,68.65825,33.72105625,0.271166667,4.793,17.5485,4.377575,127.52,14.88966667,1.386,16.9485,0.108,10.919,4.7989,34.31751471,43.229,1,54.45089622,30,0.5,"1","C1-T7-H9",6.573255037,-122.4661,36.18643,3.97590926638398,1.53809808745034,7.79086179120038,69.7905888076424,0.0220387607230204,2.22410055534852
"303","1-2","c1_t7_h9","tetrazoid",0.0903871641805136,90.3871641805136,2.41840084096279,2418.40084096279,28.8581560283688,282,40,13.6354125,25.27231875,68.65825,33.72105625,0.271166667,4.793,17.5485,4.377575,127.52,14.88966667,1.386,16.9485,0.108,10.919,4.7989,34.31751471,43.229,1,54.45089622,30,0.5,"1","C1-T7-H9",6.573255037,-122.4661,36.18643,4.50410226816311,2.60840688688305,7.79086179120038,69.7905888076424,0.0373747654439822,2.7522908893632
"304","1-2","c1_t8_h10","Calanoida",3.71472771957634,3714.72771957634,5.62021577685055,5620.21577685055,134.307927187317,286,188.091603053435,14.52624375,25.12710625,73.9570625,33.7726125,0.293333333,5.056,6.879666667,3.06598125,117.599,33.74833333,0.619,4.617666667,0.519666667,8.4375,3.9444,39.60784898,93.982,0,57.2760461,30,0.5,"1","C1-T8-H10",4.157659552,-122.4958,36.11382,8.2200606622926,498.917380081565,8.63412533660808,754.839531334251,0.660958202864231,7.11576954105786
"305","1-2","c1_t8_h10","Chaetognatha",1.12488603214717e-05,0.0112488603214717,5.62021577685055,5620.21577685055,131.82571274879,286,184.615384615385,14.52624375,25.12710625,73.9570625,33.7726125,0.293333333,5.056,6.879666667,3.06598125,117.599,33.74833333,0.619,4.617666667,0.519666667,8.4375,3.9444,39.60784898,93.982,0,57.2760461,30,0.5,"1","C1-T8-H10",4.157659552,-122.4958,36.11382,-4.48748846022146,0.00148288902948958,8.63412533660808,740.888950585316,2.00149972316103e-06,-5.60371308043788
"306","1-2","c1_t8_h10","Copepoda<Maxillopoda",1.43811987975563,1438.11987975563,5.62021577685055,5620.21577685055,124.635219326128,286,174.545454545455,14.52624375,25.12710625,73.9570625,33.7726125,0.293333333,5.056,6.879666667,3.06598125,117.599,33.74833333,0.619,4.617666667,0.519666667,8.4375,3.9444,39.60784898,93.982,0,57.2760461,30,0.5,"1","C1-T8-H10",4.157659552,-122.4958,36.11382,7.27109190042215,179.240386630609,8.63412533660808,700.476826007935,0.255883392534356,6.09205691271216
"307","1-2","c1_t8_h10","Eucalanidae",0.0524732188913552,52.4732188913552,5.62021577685055,5620.21577685055,114.248951048951,286,160,14.52624375,25.12710625,73.9570625,33.7726125,0.293333333,5.056,6.879666667,3.06598125,117.599,33.74833333,0.619,4.617666667,0.519666667,8.4375,3.9444,39.60784898,93.982,0,57.2760461,30,0.5,"1","C1-T8-H10",4.157659552,-122.4958,36.11382,3.96030292308883,5.99501021649933,8.63412533660808,642.103757173941,0.00933651321849427,2.69425817065069
"308","1-2","c1_t8_h10","Eumalacostraca",0.178626344847181,178.626344847181,5.62021577685055,5620.21577685055,114.248951048951,286,160,14.52624375,25.12710625,73.9570625,33.7726125,0.293333333,5.056,6.879666667,3.06598125,117.599,33.74833333,0.619,4.617666667,0.519666667,8.4375,3.9444,39.60784898,93.982,0,57.2760461,30,0.5,"1","C1-T8-H10",4.157659552,-122.4958,36.11382,5.18529616510724,20.4078725284987,8.63412533660808,642.103757173941,0.031782826841442,3.91925023462348
"309","1-2","c1_t8_h10","Hydrozoa",0.106411930102748,106.411930102748,5.62021577685055,5620.21577685055,114.248951048951,286,160,14.52624375,25.12710625,73.9570625,33.7726125,0.293333333,5.056,6.879666667,3.06598125,117.599,33.74833333,0.619,4.617666667,0.519666667,8.4375,3.9444,39.60784898,93.982,0,57.2760461,30,0.5,"1","C1-T8-H10",4.157659552,-122.4958,36.11382,4.66731769564783,12.1574513933332,8.63412533660808,642.103757173941,0.0189337801835037,3.40127209769769
"310","1-2","c1_t8_h10","cypris",0,0,5.62021577685055,5620.21577685055,114.248951048951,286,160,14.52624375,25.12710625,73.9570625,33.7726125,0.293333333,5.056,6.879666667,3.06598125,117.599,33.74833333,0.619,4.617666667,0.519666667,8.4375,3.9444,39.60784898,93.982,0,57.2760461,30,0.5,"1","C1-T8-H10",4.157659552,-122.4958,36.11382,-Inf,0,8.63412533660808,642.103757173941,0,-10.6095964550201
"311","1-2","c1_t8_h10","tetrazoid",0.129845434816973,129.845434816973,5.62021577685055,5620.21577685055,114.248951048951,286,160,14.52624375,25.12710625,73.9570625,33.7726125,0.293333333,5.056,6.879666667,3.06598125,117.599,33.74833333,0.619,4.617666667,0.519666667,8.4375,3.9444,39.60784898,93.982,0,57.2760461,30,0.5,"1","C1-T8-H10",4.157659552,-122.4958,36.11382,4.86634478013202,14.8347047263341,8.63412533660808,642.103757173941,0.0231032828582492,3.60029903373616
"312","1-2","c2_t8_h18","Calanoida",3.79131989666103,3791.31989666103,9.33217305993655,9332.17305993655,53.4478205598338,303,80.5185185185185,15.59365,24.5697,64.668,33.34975,0.221166667,4.771,6.914333333,1.7352,127.517,14.88933333,0.475166667,5.279,0.129666667,14.889,8.5157,12.36120755,10.001,0,89.04467932,6,0.5,"2","C2-T8-H18",3.495869841,-123.0914,36.42905,8.24046949514304,202.637785521666,9.14122317775468,498.784311140803,0.406263350702029,7.40327345769639
"313","1-2","c2_t8_h18","Chaetognatha",4.63788697848728e-05,0.0463788697848728,9.33217305993655,9332.17305993655,45.4976416391639,303,68.5416666666667,15.59365,24.5697,64.668,33.34975,0.221166667,4.771,6.914333333,1.7352,127.517,14.88933333,0.475166667,5.279,0.129666667,14.889,8.5157,12.36120755,10.001,0,89.04467932,6,0.5,"2","C2-T8-H18",3.495869841,-123.0914,36.42905,-3.07091131604001,0.00211012919710159,9.14122317775468,424.591865595653,4.96978243834541e-06,-4.06442491927229
"314","1-2","c2_t8_h18","Copepoda<Maxillopoda",2.70972702224969,2709.72702224969,9.33217305993655,9332.17305993655,72.8945666788901,303,109.814814814815,15.59365,24.5697,64.668,33.34975,0.221166667,4.771,6.914333333,1.7352,127.517,14.88933333,0.475166667,5.279,0.129666667,14.889,8.5157,12.36120755,10.001,0,89.04467932,6,0.5,"2","C2-T8-H18",3.495869841,-123.0914,36.42905,7.904603179003,197.52437710497,9.14122317775468,680.264711376487,0.290363991842658,7.37771538658455
"315","1-2","c2_t8_h18","Eucalanidae",0.343161373932136,343.161373932136,9.33217305993655,9332.17305993655,40.4915181518152,303,61,15.59365,24.5697,64.668,33.34975,0.221166667,4.771,6.914333333,1.7352,127.517,14.88933333,0.475166667,5.279,0.129666667,14.889,8.5157,12.36120755,10.001,0,89.04467932,6,0.5,"2","C2-T8-H18",3.495869841,-123.0914,36.42905,5.83820081446215,13.8951250015749,9.14122317775468,377.873854852301,0.0367718613583522,4.72339210983946
"316","1-2","c2_t8_h18","Eumalacostraca",1.43281511621461,1432.81511621461,9.33217305993655,9332.17305993655,60.5713283828383,303,91.25,15.59365,24.5697,64.668,33.34975,0.221166667,4.771,6.914333333,1.7352,127.517,14.88933333,0.475166667,5.279,0.129666667,14.889,8.5157,12.36120755,10.001,0,89.04467932,6,0.5,"2","C2-T8-H18",3.495869841,-123.0914,36.42905,7.26739640081272,86.7875149161297,9.14122317775468,565.262118938893,0.153534992012284,6.55531622002665
"317","1-2","c2_t8_h18","Harpacticoida",0.0813694119280177,81.3694119280177,9.33217305993655,9332.17305993655,39.8277227722772,303,60,15.59365,24.5697,64.668,33.34975,0.221166667,4.771,6.914333333,1.7352,127.517,14.88933333,0.475166667,5.279,0.129666667,14.889,8.5157,12.36120755,10.001,0,89.04467932,6,0.5,"2","C2-T8-H18",3.495869841,-123.0914,36.42905,4.39899942754736,3.24075838041232,9.14122317775468,371.679201494067,0.00871923520978628,3.26766378698958
"318","1-2","c2_t8_h18","Oikopleuridae",0,0,9.33217305993655,9332.17305993655,53.1036303630363,303,80,15.59365,24.5697,64.668,33.34975,0.221166667,4.771,6.914333333,1.7352,127.517,14.88933333,0.475166667,5.279,0.129666667,14.889,8.5157,12.36120755,10.001,0,89.04467932,6,0.5,"2","C2-T8-H18",3.495869841,-123.0914,36.42905,-Inf,0,9.14122317775468,495.572268658756,0,-9.42107213411646
"319","1-2","c2_t8_h18","Oithonidae",0.0231413592983301,23.1413592983301,9.33217305993655,9332.17305993655,26.5518151815181,303,40,15.59365,24.5697,64.668,33.34975,0.221166667,4.771,6.914333333,1.7352,127.517,14.88933333,0.475166667,5.279,0.129666667,14.889,8.5157,12.36120755,10.001,0,89.04467932,6,0.5,"2","C2-T8-H18",3.495869841,-123.0914,36.42905,3.14162146240544,0.614445095138367,9.14122317775468,247.786134329378,0.00247973962224051,1.60483390276147
"320","1-2","c2_t8_h18","Ostracoda",0.425986713354701,425.986713354701,9.33217305993655,9332.17305993655,76.8106082036775,303,115.714285714286,15.59365,24.5697,64.668,33.34975,0.221166667,4.771,6.914333333,1.7352,127.517,14.88933333,0.475166667,5.279,0.129666667,14.889,8.5157,12.36120755,10.001,0,89.04467932,6,0.5,"2","C2-T8-H18",3.495869841,-123.0914,36.42905,6.05440815647476,32.7202985394602,9.14122317775468,716.8098885957,0.0456471081942835,5.57984927223396
"321","1-2","c2_t8_h18","tetrazoid",0.524605787428247,524.605787428248,9.33217305993655,9332.17305993655,44.2530253025302,303,66.6666666666667,15.59365,24.5697,64.668,33.34975,0.221166667,4.771,6.914333333,1.7352,127.517,14.88933333,0.475166667,5.279,0.129666667,14.889,8.5157,12.36120755,10.001,0,89.04467932,6,0.5,"2","C2-T8-H18",3.495869841,-123.0914,36.42905,6.26264709945017,23.215393184916,9.14122317775468,412.976890548963,0.0562147512759278,5.23666931960607
"322","1-2","c2_t9_h19","Amphipoda",0,0,36.3317736259335,36331.7736259335,17.2420634920635,252,20,15.85675,24.06715,69.2275,32.7728,0.3052,4.576,7.3326,1.59615,129.5,30.76966667,0.668,5.1062,0.433,26.8,4.107233333,18.6269982,11.23,1,107.295263,6,0.5,"2","C2-T9-H19",2.811058313,-123.226,36.46062,-Inf,0,10.5004479438951,626.434747637623,0,-10.3978972398757
"323","1-2","c2_t9_h19","Calanoida",2.70254807581515,2702.54807581515,36.3317736259335,36331.7736259335,67.3454715219421,252,78.1176470588235,15.85675,24.06715,69.2275,32.7728,0.3052,4.576,7.3326,1.59615,129.5,30.76966667,0.668,5.1062,0.433,26.8,4.107233333,18.6269982,11.23,1,107.295263,6,0.5,"2","C2-T9-H19",2.811058313,-123.226,36.46062,7.90195033874094,182.004374476489,10.5004479438951,2446.78042606695,0.074385250322216,6.31905900241129
"324","1-2","c2_t9_h19","Chaetognatha",4.65874550092894e-05,0.0465874550092895,36.3317736259335,36331.7736259335,82.7619047619048,252,96,15.85675,24.06715,69.2275,32.7728,0.3052,4.576,7.3326,1.59615,129.5,30.76966667,0.668,5.1062,0.433,26.8,4.107233333,18.6269982,11.23,1,107.295263,6,0.5,"2","C2-T9-H19",2.811058313,-123.226,36.46062,-3.06642397990216,0.00385566651457834,10.5004479438951,3006.88678866059,1.28227857766997e-06,-4.44059293792454
"325","1-2","c2_t9_h19","Copepoda<Maxillopoda",1.9617344606962,1961.7344606962,36.3317736259335,36331.7736259335,29.375367430923,252,34.0740740740741,15.85675,24.06715,69.2275,32.7728,0.3052,4.576,7.3326,1.59615,129.5,30.76966667,0.668,5.1062,0.433,26.8,4.107233333,18.6269982,11.23,1,107.295263,6,0.5,"2","C2-T9-H19",2.811058313,-123.226,36.46062,7.58158428983243,57.6266705848543,10.5004479438951,1067.25919967891,0.0539950094617984,5.16901389014839
"326","1-2","c2_t9_h19","Eucalanidae",1.23087337729993,1230.87337729993,36.3317736259335,36331.7736259335,39.0820105820106,252,45.3333333333333,15.85675,24.06715,69.2275,32.7728,0.3052,4.576,7.3326,1.59615,129.5,30.76966667,0.668,5.1062,0.433,26.8,4.107233333,18.6269982,11.23,1,107.295263,6,0.5,"2","C2-T9-H19",2.811058313,-123.226,36.46062,7.11547925923658,48.1050063567509,10.5004479438951,1419.91876131195,0.0338787032522226,4.98841468692952
"327","1-2","c2_t9_h19","Eumalacostraca",25.9047763280323,25904.7763280323,36.3317736259335,36331.7736259335,44.8709122203098,252,52.0481927710843,15.85675,24.06715,69.2275,32.7728,0.3052,4.576,7.3326,1.59615,129.5,30.76966667,0.668,5.1062,0.433,26.8,4.107233333,18.6269982,11.23,1,107.295263,6,0.5,"2","C2-T9-H19",2.811058313,-123.226,36.46062,10.1621826448952,1162.3709447019,10.5004479438951,1630.23982517743,0.713006102997999,8.17324534968628
"328","1-2","c2_t9_h19","Euphausiacea",0.0503227939759508,50.3227939759508,36.3317736259335,36331.7736259335,17.2420634920635,252,20,15.85675,24.06715,69.2275,32.7728,0.3052,4.576,7.3326,1.59615,129.5,30.76966667,0.668,5.1062,0.433,26.8,4.107233333,18.6269982,11.23,1,107.295263,6,0.5,"2","C2-T9-H19",2.811058313,-123.226,36.46062,3.91845813501514,0.867668808831375,10.5004479438951,626.434747637623,0.00138509048564672,0.973094556383987
"329","1-2","c2_t9_h19","Ostracoda",0.861759830281703,861.759830281703,36.3317736259335,36331.7736259335,44.5419973544974,252,51.6666666666667,15.85675,24.06715,69.2275,32.7728,0.3052,4.576,7.3326,1.59615,129.5,30.76966667,0.668,5.1062,0.433,26.8,4.107233333,18.6269982,11.23,1,107.295263,6,0.5,"2","C2-T9-H19",2.811058313,-123.226,36.46062,6.75897661267941,38.3845040806197,10.5004479438951,1618.28976473053,0.0237191786768863,4.76268232419876
"330","1-2","c2_t9_h19","tetrazoid",3.61971217237723,3619.71217237723,36.3317736259335,36331.7736259335,17.2420634920635,252,20,15.85675,24.06715,69.2275,32.7728,0.3052,4.576,7.3326,1.59615,129.5,30.76966667,0.668,5.1062,0.433,26.8,4.107233333,18.6269982,11.23,1,107.295263,6,0.5,"2","C2-T9-H19",2.811058313,-123.226,36.46062,8.19414979126567,62.4113070991232,10.5004479438951,626.434747637623,0.0996293825246529,5.24877484779347
"331","1-2","c3_t6_h25","Calanoida",2.54129529094883,2541.29529094883,12.6724054583573,12672.4054583573,19.9885857218156,290.23,32.9787234042553,18.84853125,23.309125,79.10425,32.70948125,0.0165,114.277,-0.069,-0.00258125,349.6695,109.1806667,0.336,1.0475,-0.013,22.833,0.642766667,36.93443854,8.3977,0,772.3392208,103,0.5,"3","C3-T6-H25",-4.6044581,-130.477,34.56042,7.84042918709514,50.7968987675772,9.44718210994048,253.303462805979,0.200537719480312,6.74010472118286
"332","1-2","c3_t6_h25","Chaetognatha",8.67628542637514e-05,0.0867628542637514,12.6724054583573,12672.4054583573,8.86874963264429,290.23,14.6323529411765,18.84853125,23.309125,79.10425,32.70948125,0.0165,114.277,-0.069,-0.00258125,349.6695,109.1806667,0.336,1.0475,-0.013,22.833,0.642766667,36.93443854,8.3977,0,772.3392208,103,0.5,"3","C3-T6-H25",-4.6044581,-130.477,34.56042,-2.44457669518112,0.000769478031878815,9.44718210994048,112.388391253526,6.84659708441797e-06,-4.34461683270523
"333","1-2","c3_t6_h25","Copepoda<Maxillopoda",2.49919565159734,2499.19565159734,12.6724054583573,12672.4054583573,15.8978492467534,290.23,26.2295081967213,18.84853125,23.309125,79.10425,32.70948125,0.0165,114.277,-0.069,-0.00258125,349.6695,109.1806667,0.336,1.0475,-0.013,22.833,0.642766667,36.93443854,8.3977,0,772.3392208,103,0.5,"3","C3-T6-H25",-4.6044581,-130.477,34.56042,7.82372421972602,39.7318357072363,9.44718210994048,201.463991570699,0.197215568883898,6.49442224448998
"334","1-2","c3_t6_h25","Eucalanidae",0.52121468494775,521.21468494775,12.6724054583573,12672.4054583573,16.9709540709093,290.23,28,18.84853125,23.309125,79.10425,32.70948125,0.0165,114.277,-0.069,-0.00258125,349.6695,109.1806667,0.336,1.0475,-0.013,22.833,0.642766667,36.93443854,8.3977,0,772.3392208,103,0.5,"3","C3-T6-H25",-4.6044581,-130.477,34.56042,6.25616202011807,8.84551047933172,9.44718210994048,215.062811001722,0.0411298933466507,4.99218038983173
"335","1-2","c3_t6_h25","Eumalacostraca",4.15947036121697,4159.47036121697,12.6724054583573,12672.4054583573,17.9196409444384,290.23,29.5652173913043,18.84853125,23.309125,79.10425,32.70948125,0.0165,114.277,-0.069,-0.00258125,349.6695,109.1806667,0.336,1.0475,-0.013,22.833,0.642766667,36.93443854,8.3977,0,772.3392208,103,0.5,"3","C3-T6-H25",-4.6044581,-130.477,34.56042,8.33314302813466,74.5362153920415,9.44718210994048,227.084955716104,0.328230530098282,7.12355447356072
"336","1-2","c3_t6_h25","Harpacticoida",0.0949339880919447,94.9339880919447,12.6724054583573,12672.4054583573,6.06105502532474,290.23,10,18.84853125,23.309125,79.10425,32.70948125,0.0165,114.277,-0.069,-0.00258125,349.6695,109.1806667,0.336,1.0475,-0.013,22.833,0.642766667,36.93443854,8.3977,0,772.3392208,103,0.5,"3","C3-T6-H25",-4.6044581,-130.477,34.56042,4.55318178788186,0.575400125598801,9.44718210994048,76.8081467863292,0.00749139446365622,2.25959698895765
"337","1-2","c3_t6_h25","Hydrozoa",0.377430616511337,377.430616511337,12.6724054583573,12672.4054583573,6.06105502532474,290.23,10,18.84853125,23.309125,79.10425,32.70948125,0.0165,114.277,-0.069,-0.00258125,349.6695,109.1806667,0.336,1.0475,-0.013,22.833,0.642766667,36.93443854,8.3977,0,772.3392208,103,0.5,"3","C3-T6-H25",-4.6044581,-130.477,34.56042,5.93338675447532,2.28762773491745,9.44718210994048,76.8081467863292,0.0297836600755562,3.63978894782251
"338","1-2","c3_t6_h25","Oikopleuridae",0,0,12.6724054583573,12672.4054583573,16.9709540709093,290.23,28,18.84853125,23.309125,79.10425,32.70948125,0.0165,114.277,-0.069,-0.00258125,349.6695,109.1806667,0.336,1.0475,-0.013,22.833,0.642766667,36.93443854,8.3977,0,772.3392208,103,0.5,"3","C3-T6-H25",-4.6044581,-130.477,34.56042,-Inf,0,9.44718210994048,215.062811001722,0,-8.70065624548836
"339","1-2","c3_t6_h25","Ostracoda",1.78270710343845,1782.70710343845,12.6724054583573,12672.4054583573,13.0996995708632,290.23,21.6129032258065,18.84853125,23.309125,79.10425,32.70948125,0.0165,114.277,-0.069,-0.00258125,349.6695,109.1806667,0.336,1.0475,-0.013,22.833,0.642766667,36.93443854,8.3977,0,772.3392208,103,0.5,"3","C3-T6-H25",-4.6044581,-130.477,34.56042,7.4858883326015,23.3529274778874,9.44718210994048,166.004704344647,0.140676299325854,5.96299199773521
"340","1-2","c3_t6_h25","Poecilostomatoida",0.197245535890486,197.245535890486,12.6724054583573,12672.4054583573,6.06105502532474,290.23,10,18.84853125,23.309125,79.10425,32.70948125,0.0165,114.277,-0.069,-0.00258125,349.6695,109.1806667,0.336,1.0475,-0.013,22.833,0.642766667,36.93443854,8.3977,0,772.3392208,103,0.5,"3","C3-T6-H25",-4.6044581,-130.477,34.56042,5.28444932773597,1.1955160465319,9.44718210994048,76.8081467863292,0.0155649640897818,2.99085551430582
"341","1-2","c3_t6_h25","Polychaeta",0.091606317609307,91.606317609307,12.6724054583573,12672.4054583573,33.3358026392861,290.23,55,18.84853125,23.309125,79.10425,32.70948125,0.0165,114.277,-0.069,-0.00258125,349.6695,109.1806667,0.336,1.0475,-0.013,22.833,0.642766667,36.93443854,8.3977,0,772.3392208,103,0.5,"3","C3-T6-H25",-4.6044581,-130.477,34.56042,4.51750023883571,3.05377012433562,9.44718210994048,422.444807324811,0.00722880260660329,3.92864942772564
"342","1-2","c3_t6_h25","tetrazoid",0.4072191452506,407.2191452506,12.6724054583573,12672.4054583573,6.06105502532474,290.23,10,18.84853125,23.309125,79.10425,32.70948125,0.0165,114.277,-0.069,-0.00258125,349.6695,109.1806667,0.336,1.0475,-0.013,22.833,0.642766667,36.93443854,8.3977,0,772.3392208,103,0.5,"3","C3-T6-H25",-4.6044581,-130.477,34.56042,6.00935148095473,2.4681776467296,9.44718210994048,76.8081467863292,0.0321343210323218,3.71575335453489
"343","1-2","c3_t7_h26","Calanoida",2.20518393749953,2205.18393749953,10.8265538844149,10826.5538844149,35.9637125555479,280.2,46.7741935483871,18.9034875,23.2842875,72.4185,32.6949375,0.0215,109.923,-0.061,0.03025,361.5635,105.2116667,0.3,1.2055,-0.0135,22.834,0.657333333,34.44530282,0.053271,1,772.3906546,103,0.5,"3","C3-T7-H26",-4.437854817,-130.4595,34.52752,7.69856620276896,79.3066012603443,9.28975708847334,389.363071866248,0.203682904185601,7.0814657097976
