Hash,Kingdom,Phylum,Subphylum,Class,Subclass,Superorder,Order,Family,Genus,Species
85220658e9aa43d5006756709b44deb7b27afbf9,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Calanidae,Calanus,Calanus pacificus
8cee8e7f3c128fa8eb8d19fea275e7a3e9c31960,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Calanidae,Calanus,Calanus pacificus
93130e1f30a461ddc2dccecdcd11b3381c242001,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Calanidae,Calanus,Calanus pacificus
9b83b33b0f1e9c8018e6f2f4cab1c7d2934c65d5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Paracalanidae,Paracalanus,Paracalanus aculeatus
bf8f3bfe8fb8e23135280e64efe4cc3cc315b30c,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
c4c5627bd4ffeb8f61fc3f69df4854b58dd6b840,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
ca7e85d95de2fb3812bbd7089eac68fa0c36a115,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
cac36e78b2d8027037842ac07e44f161cec7d8d5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Calanidae,Calanus,Calanus pacificus
dbbd5c8a1de2fb3b6252570cecf7f7e41cd9e286,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
dcdcc36a2ce91bea11977cdc5f8261667c0d96a7,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
df9956e392c5bd889029b789b1a831516d8fea60,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,,,
dff6df8ff57c065357dee94d6b1ff0aa7c6a0edc,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
473124027d61e179661eb79201b8c4009088ffda,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
6d2990c268e5769f979d432b0dec2812308606b4,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Paracalanidae,Paracalanus,Paracalanus aculeatus
8f5af88ca55516cf66629b3e1588b5fc806a7efe,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
991675049f7bdba5807d8baf61086c2c5e045797,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
b7b3fdfb3fd2686b0b9ad8b5fef74f47f0c88b4a,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
b92c515d562bda603931668d89f35801fb00b836,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
c7ec810f37a39a347f7940bb2235047f9a92b5f9,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,,,
33839e927895fe65dd93c481f467024b5ba0e3bf,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Candaciidae,Candacia,Candacia bipinnata
be89b0b060a6240fee54dba2881ea143442baad3,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
0b40dfc7414149de977a1bbda6aa25f16cb47de1,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
1e8a8291966c172ef539251c5aad9dbd72bde6ed,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
2b1e8a9c1ce7a90ec2f34de16ba87cc8b05f2b0f,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
3d075b563d4e64da9f61e6e0004716d5ab494bbc,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
40ec0b2066ec6326c7b1d54493d801dd5cd38714,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
49fec89de63d406eb4fbf3d9071af4b1a176d663,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
56a3396904dee6090b5a92130412e3c0549a8514,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
5d1727df5c164231d54def98584bde411e2efb04,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
6221cb7c952277821817c196be19fc0b5bc9cc94,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
648def16920ca6523c1f6118243c04b9bdf35146,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
662145a699a310c81faed3b997bc281deaac64c3,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
681372c71de921567e27fd20b4339cd9edc19dc5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
7f9049571ad5e94741cb274cb7b44fce0e5826df,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
8509b10ca7288a160f50a08c0ec357fa1f1974fc,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
a2cad7992d70617f236ec38b88ded0042dbbf15e,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
a8838920b1f38bfc6039bc59c0e26e748e2c01db,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
b094f9f650819506ee318081af37dac831404122,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
b3972f3948aec9b909ea4769734188fa6f9a161d,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
c4a975a8e666f53e87f76d1b4ca5b15c66795892,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
c826a4ed8ce11f9f706c6f67f259d32adf4f0022,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
cf0c2e302d1ba39afd8d789068fc4cc6058872e6,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
cfb779bf373803e49ba18dcbf276ecb08f201529,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
d1a5813a6d9caf6e290386a3b9e9b605ccd67bfe,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
d533075b7929cfb022b0131f4c9c0374c1c3d8c6,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
ddb5f06ba67d1ca225536c0c8c9ff1f69c30ecf1,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
e48208030b3116b76cdbb50d359ea19acea96ea9,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
ecb86c15f57d61ec1803cb2ffb2205658d058727,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
f722d0eed517ca1485412235b83d44c18e6ccf98,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
0ad51b900cf786043d6384f09b3477c824ee8b1a,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Paracalanidae,Mecynocera,Mecynocera clausi
137c0fdf7bd5b76fe1c6b44c700c09f74c12535c,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Euchaetidae,Euchaeta,Euchaeta marina
1567f7227a371cdfabfaa7df5f794415ecbe3cba,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Paracalanidae,,
1dcce8360826b98c802d159442bdd5a344727f31,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,,,
1ef111d246ce25b6e32dbe1036711e2e9190c0ac,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,,,
226b0b1b11380b3b38e32b6dbd69770cc7a11697,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Metridinidae,Pleuromamma,Pleuromamma abdominalis
237d6d5b11b002eeabbbea27bc8acc194c73208c,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,,,
26f34db7e7f95f1fd2e2b6589eb7304b27e342bc,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Clausocalanidae,Clausocalanus,Species
2f70a354cd905fd309a50f5ce14c343d62301677,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Metridinidae,Pleuromamma,Pleuromamma xiphias
41fec6c710d6cdc2952ea0404f8a5e89f3dcfc66,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Paracalanidae,,
450b63e04102aa57d14b8bb58fae01b332aef282,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Calanidae,Neocalanus,Neocalanus gracilis
4905e2a7faede7a220c070fe2443b67ae4307d85,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,,,
5249e894fcc7c9cc64d6ed345c23bfcb35dc8e8f,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Paracalanidae,Mecynocera,Mecynocera clausi
537d34135396c3585e7001f5cfd1a38a79b908c8,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Euchaetidae,,
5aea1e5f5f89a41ed6c1c27b6e9d90a5a497a3c4,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Paracalanidae,,
5dd96cfd6d4a738193a32aa97e26167b954c7a98,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,,,
69a62fe8a6930ddf4877834feccbcbe37bc15fe6,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Metridinidae,Pleuromamma,Pleuromamma abdominalis edentata
6f2071c01574dc8eb3a01f1679a4b987e7bcaa61,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,,,
6fffe9e2669eb2657808a9e19c52f6993cfd4032,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,,,
73ddb8741c80250b5fce318e3603fc5637b92ec0,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Euchaetidae,Paraeuchaeta,
76b1c07dd0366fc1d0665634e3a2b917d1fdde78,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,,,
77468718317edcb93ff1cab90433e3c0abc9dbbb,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Paracalanidae,,
7bf663b8d1a5cb4178b70e102dafa80dc1babef1,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Paracalanidae,Mecynocera,Mecynocera clausi
7d67b2a4f9f61f19c14e56c1336b047624c51c0c,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Paracalanidae,Mecynocera,Mecynocera clausi
806c7ecf87d9f38ac6adf2efc0a74904dc9b1aa1,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Euchaetidae,Euchaeta,Euchaeta marina
a84670c76f5c12ac10b05154640f60e6154751ac,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Heterorhabdidae,Heterorhabdus,Heterorhabdus papilliger
aa80b5711e94a14aa478a6f909142b3f7f91c490,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Metridinidae,Pleuromamma,Pleuromamma piseki
aad705b8b41c9f088b291b19aa4eeddd63de10ed,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Euchaetidae,Euchaeta,Euchaeta marina
ac8b6c6be7d4f19692ecfd53383f4a715f8490ae,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Euchaetidae,Euchaeta,Euchaeta marina
af2d72d012ac62eec28c8c576995463749faf4fa,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Euchaetidae,Euchaeta,Euchaeta marina
b29876937946603cd6d5605a2c6675b188d03cd5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,,,
c2b31e7f83dc3a59451f7db6714da0a0dd74a2c5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Candaciidae,Candacia,Candacia bipinnata
cabd0735911e0bc90c692074077ac5668c364bc5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Clausocalanidae,Clausocalanus,Clausocalanus furcatus
d72ab9bbcd36dc1889a555745ff40df9c52fd1db,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,,,
dbcdc0436dc94019e54850fc03f4a79efadac140,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Paracalanidae,Mecynocera,Mecynocera clausi
e5af744c63ad4db047129b5e93d4c06073613c4d,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Heterorhabdidae,Heterorhabdus,Heterorhabdus papilliger
ef90e0cb404741325745f1f9da477461e2f5a268,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
377aa2639436fd23a880c122b6fffd0375569c33,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,,,
5a96784aa01ac277453d266479bf03d18116a2a3,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Metridinidae,Pleuromamma,Pleuromamma abdominalis
6828c5e2c964232723eff21c84a3c5372a314755,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Metridinidae,Pleuromamma,Pleuromamma abdominalis
694f085ae9856c843f7af813afd86351ebb0f24f,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
6d431800aef7a1d3ed3aac8d722f5b8e9e3f1280,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Paracalanidae,Mecynocera,Mecynocera clausi
8091fbfca03e0a21491fbf783b9c31d7efecbee4,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
8ef8f7e6f455f7e7268f0f0e6d027bbb2b9047c8,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Candaciidae,Candacia,Candacia bipinnata
ab12e13874fb67e77325ca20e128d4877c95d76e,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Euchaetidae,Euchaeta,Euchaeta marina
b18ef336fc797cd08d2fda8e78e43f894621e3ba,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,,,
c36bfd792e2804e9aef3978d4d6deae253751603,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Calanidae,Neocalanus,Neocalanus gracilis
d7152b3149169db5211ab993c32bcf898c9e0d52,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,,,
dc0b0aa5b4087e48a3d1008927396acdb9aced35,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Calanidae,Neocalanus,Neocalanus gracilis
e64c17f4d9d53f3e7e634f635fd5e4a71e63138e,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
e9a0142e6bcec4a36c9383ab7fe9fe073af54fdc,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,,,
08636a1495939b7805ca78f84db8556c3ef820fa,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Candaciidae,Candacia,Candacia bispinosa
0a1d47bbad8c99ec36dbd496c86b84ab8c3ea414,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Metridinidae,Pleuromamma,Pleuromamma piseki
0c92aaaa1c9d729bf02e8965834822eb3e5b3f92,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Paracalanidae,,
0ddfc68cf28edf568a04038d7ff59a3430a03dd6,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,,,
0e4b156e1d629efde4a48645dfca0d7120f2e211,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Clausocalanidae,Ctenocalanus,Ctenocalanus vanus
14f754da03f164a181f8d8daea94ee359b2db148,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Metridinidae,Pleuromamma,Pleuromamma abdominalis edentata
16b9742896671941174ee7b1b3e417966b6f3222,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Paracalanidae,Mecynocera,Mecynocera clausi
1c2b6695cc6406ba3067039d197acdf8102a8b76,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Paracalanidae,Paracalanus,Paracalanus aculeatus
29e9ed3a1aba55148a4cd1b4b9f084c75d04b3f0,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Clausocalanidae,Clausocalanus,Clausocalanus furcatus
306e41f6aa47a71722c3a607214f2011cfaa91d5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Paracalanidae,,
33dc4c2b1e165a82191267fff83f1f026dace1c5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,,,
3d4714ae360115c68e008c8b9ee80b21fec929e5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Paracalanidae,,
4cbc9a40bf0fe5a58a9c37c60bfbbfbe8895a33c,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,,,
597656c7e92b7ef6e1d399914527c73b03e527a5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,,,
5ed7348655aba7c226fe31a498af5b7d0b581532,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Paracalanidae,,
61459294fdf246210fdd92604b0e12a547ccc7fb,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Clausocalanidae,Ctenocalanus,Ctenocalanus vanus
63d22c858b424ff6e02bd233d482d9ecd3997cf4,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Metridinidae,Pleuromamma,Pleuromamma abdominalis edentata
6726f2086380e6b6d1f49923dbf383994f4797e1,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Euchaetidae,Euchaeta,Euchaeta marina
7ea530faa9dca3612f830069efdf745a8bf904bc,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Euchaetidae,Euchaeta,Euchaeta marina
8979e4dee62edadcc1a8233ead27ae78d9a1ffd8,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Clausocalanidae,Clausocalanus,Clausocalanus furcatus
8f5cf65a7f52e702741b2b48d0db6e8f39782e46,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Paracalanidae,Mecynocera,Mecynocera clausi
952e15b0c0759f0cfa1f10e8ffc96ae728915262,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Metridinidae,Pleuromamma,Pleuromamma abdominalis
95773944b13609b7fd261615032afd4993ced125,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Euchaetidae,Euchaeta,Euchaeta marina
9846a5efd49b93ca040150c2aed1d9ffe1b66ecf,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Euchaetidae,Euchaeta,Euchaeta marina
98afb06a9acfc017fa4f25951aed678d0885dd2f,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Euchaetidae,Euchaeta,Euchaeta marina
a4218fc4f539ac44007b3dea9b1d8af016ed4d32,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Paracalanidae,Acrocalanus,Acrocalanus monachus
a82f8ba89d2e004cb720b2f2a231bb9df7c05cc7,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,,,
aa68e5bca965cb3cf17be07b021f54dcb65eee2c,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,,,
adf2ca22feb9be6a21a7177df7b2be3a17fb1f07,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,,,
adf6296454603f1a65394fd87b6b4d154c2ec22d,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Metridinidae,Pleuromamma,Pleuromamma piseki
b2cf2f668f348831af5915d132f54a2f9f6765a8,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Clausocalanidae,Ctenocalanus,Ctenocalanus vanus
b68fae6872e6ece90c2620f6eba6a4a3871961c1,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Euchaetidae,Euchaeta,Euchaeta marina
b7a3e645e301d69baa4a001ae0304d2120356a6c,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,,,
ba73b7a541ff7c6df1b833dc7aaba7a580962fea,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Paracalanidae,Mecynocera,Mecynocera clausi
d204f5f53e1428cf7b6be5e2439f575e55646ca7,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,,,
d535f2b3d6c9c2db7534b66628185ca4cd640d01,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Euchaetidae,Euchaeta,Euchaeta marina
d68f866272f42f3f0b3f14ddb033422a94793d25,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Euchaetidae,Paraeuchaeta,Paraeuchaeta elongata
da535f96b34b54a724d1d7b6441466de9db71161,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Paracalanidae,Mecynocera,Mecynocera clausi
e0ba7bf48b14f3f052c9b39d05e4e8ea79854cd6,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,,,
e1e78f858bb8cdfe7524f3cbb7e6fe1ac08139e6,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,,,
e911fe4407e58bdc60d7009edeb5707c4c3ae62b,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Clausocalanidae,Clausocalanus,Clausocalanus furcatus
ede9216761b908675784eb6dd0913244589961cf,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,,,
eebd28f4692ea416a6dd9e27f21f79eb79e1bff2,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,,,
f550062b03460d50841ad1cf313aba065dbb5915,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Paracalanidae,,
f8efdd26398d4b2f3ae9fca41e947213e3a79765,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Metridinidae,Pleuromamma,Pleuromamma piseki
ff247edbafdeebf6cacdf5534d9d2223b15316a9,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Clausocalanidae,Clausocalanus,Species
0504c53740ed36b2c56a61fd7b09cc373ccbd619,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Paracalanidae,,
06f3a41f79add6f9789f6135a84ee74dd71040f1,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
12bccd1ad2397c6f7a72a08ee2e7a1d72e96481b,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Metridinidae,Pleuromamma,Pleuromamma abdominalis
